name,kd_differential,str_differential,td_differential,sub_differential,winrate,winstreak,losestreak,totalwins,totalfights,titlefights,titlewins,age_deviation,opp_avg_elo,elo,dob,kowin,koloss,subwin,subloss,udecwin,udecloss,mdecwin,mdecloss,sdecwin,sdecloss
Nick Diaz,0.17142857142857143,23.285714285714285,-0.05714285714285714,0.6,0.7142857142857143,0,3,25,35,8,6,4809,1042.0186213056795,1179.3450273729402,"Aug 02, 1983",8,8,6,1,3,4,0,0,1,2
Nate Diaz,-0.1388888888888889,9.333333333333334,-1.25,0.6666666666666666,0.6666666666666666,1,0,24,36,4,2,4536,1060.923074278943,1128.1904485272341,"Apr 16, 1985",4,4,10,5,2,7,0,1,1,2
Michael Diaz,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,0,1825,1051.7662769569924,972.1260693796585,--,1,1,0,0,0,0,0,0,0,0
Ryan Diaz,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,0,1825,1023.2652492355122,969.4695015289755,--,1,1,0,0,0,0,0,0,0,0
Adrian Diaz,0.0,-21.0,0.0,-2.0,0.0,0,2,0,2,0,0,1578,1023.2652492355122,969.4695015289755,"Apr 26, 1988",0,0,1,1,0,0,0,0,0,0
Ozzy Diaz,-1.0,-15.0,-1.0,-1.0,0.0,0,2,0,2,0,0,2444,994.7734619258493,966.7944528546583,"Nov 22, 1990",1,1,0,0,0,0,0,0,0,0
Mark Dickman,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Jul 19, 1984",0,0,0,0,0,0,0,0,0,0
Josh Diekmann,0.0,-24.0,-1.0,0.0,0.0,0,2,0,2,2,0,1835,999.9820343552408,967.2831972701717,"Oct 09, 1976",1,1,0,0,0,0,0,0,0,0
Kyle Dietz,0.0,-1.5,-0.5,-1.5,0.0,0,4,0,4,0,0,490,1007.2003853592387,939.0292956893013,"Apr 29, 1986",0,0,2,2,0,0,0,0,0,0
Seth Dikun,-0.5,-11.25,-2.5,-0.5,0.25,0,1,1,4,0,0,1572,995.8784349392413,968.809503363755,"Aug 05, 1980",0,0,1,0,1,2,0,0,0,0
TJ Dillashaw,0.3,22.05,0.75,0.35,0.7,0,1,14,20,11,6,4281,1071.3706705746058,1139.2704148759376,"Feb 07, 1986",7,5,1,0,3,1,0,0,3,0
Ralph Dillon,0.0,-1.0,-2.0,-3.0,0.0,0,2,0,2,0,0,1825,1156.9560496704644,981.1951006039835,--,0,0,1,1,0,0,0,0,0,0
Drew Dimanlig,0.0,1.3333333333333333,-0.6666666666666666,-1.3333333333333333,0.0,0,3,0,3,0,0,1825,1019.5251334819964,954.7495508796935,--,0,0,1,1,0,1,0,0,0,0
Rodolfo Marques Diniz,0.0,-7.0,-3.0,1.3333333333333333,0.6666666666666666,0,1,2,3,0,0,1079,1020.6692566141501,1017.4878673030925,"Jan 23, 1984",0,0,0,0,1,2,0,0,0,0
Jhonata Diniz,2.0,1.0,0.0,0.0,1.0,2,0,2,2,0,0,2644,948.2337230430078,1027.8739306203415,"Jun 23, 1991",1,1,0,0,0,0,0,0,0,0
Helio Dipp,0.0,-2.0,-1.0,-2.0,0.0,0,2,0,2,0,0,1825,1051.7662769569924,972.1260693796585,--,0,0,1,1,0,0,0,0,0,0
Rico DiSciullo,-2.0,-33.0,-3.0,0.0,0.0,0,2,0,2,0,0,2441,1023.2652492355122,969.4695015289755,"Oct 12, 1986",1,1,0,0,0,0,0,0,0,0
Matt Dixon,0.0,-38.0,2.0,0.0,0.0,0,2,0,2,0,0,45,1023.2652492355122,969.4695015289755,"Oct 09, 1995",1,1,0,0,0,0,0,0,0,0
Melissa Dixon,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Jul 23, 1991",0,0,0,0,0,0,0,0,0,0
John Dixson,0.0,-2.0,0.0,-1.0,0.0,0,2,0,2,0,0,1825,1023.2652492355122,969.4695015289755,--,0,0,1,1,0,0,0,0,0,0
Anthony Do,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Russell Doane,0.2222222222222222,3.5555555555555554,-0.8888888888888888,-0.5555555555555556,0.4444444444444444,0,1,4,9,0,0,2393,1022.5933106322306,987.3103707787761,"Aug 13, 1986",1,0,2,3,1,1,0,0,0,1
Drew Dober,0.3076923076923077,1.1538461538461537,-0.7307692307692307,-0.23076923076923078,0.6153846153846154,1,0,16,26,0,0,3646,1014.9762290434846,1092.9418357950947,"Oct 19, 1988",8,5,3,2,3,4,0,0,0,0
Shana Dobson,0.125,-16.75,-1.625,-0.25,0.375,0,2,3,8,0,0,2525,996.061424962135,964.5123222080282,"Mar 30, 1989",3,3,0,0,0,2,0,0,0,0
AJ Dobson,0.4,-2.4,0.2,0.4,0.6,1,0,3,5,0,0,2404,999.2252490646758,1013.8738245537746,"Jan 18, 1992",0,0,1,1,1,2,0,0,0,0
David Dodd,-0.5,-15.5,-1.0,0.0,0.0,0,4,0,4,0,0,632,1009.976052941057,939.5022584930231,"Sep 22, 1973",0,0,0,0,2,2,0,0,0,0
John Dodson,0.7619047619047619,-1.8095238095238095,-0.14285714285714285,-0.047619047619047616,0.6666666666666666,0,1,14,21,4,2,3982,1033.9610382665862,1071.7147968112124,"Sep 26, 1984",6,3,0,0,3,6,0,0,1,2
Joe Doerksen,-0.3076923076923077,-13.692307692307692,-0.15384615384615385,0.6923076923076923,0.3076923076923077,0,2,4,13,1,0,2991,1043.6896432564445,947.2005923747735,"Oct 09, 1977",1,4,1,2,1,3,0,0,0,1
Mike Dolce,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Apr 15, 1976",0,0,0,0,0,0,0,0,0,0
Roman Dolidze,0.5555555555555556,1.7777777777777777,0.1111111111111111,0.8888888888888888,0.7777777777777778,0,1,7,9,0,0,3539,1015.9342807095559,1073.3555300172877,"Jul 15, 1988",3,2,0,0,1,2,0,0,0,1
Cameron Dollar,0.0,10.0,0.0,-1.0,0.0,0,2,0,2,0,0,1050,980.0058554299712,965.4129232051608,"May 12, 1987",0,0,1,1,0,0,0,0,0,0
CB Dollaway,-0.16,0.32,1.4,-0.12,0.56,0,2,14,25,2,0,3695,1033.9514639443576,1041.5791546804483,"Aug 10, 1983",3,5,2,4,5,2,0,0,2,1
Dennis Dombrow,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,0,21,1023.2652492355122,969.4695015289755,"Mar 17, 1986",0,0,1,1,0,0,0,0,0,0
OJ Dominguez,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,0,1825,1023.2652492355122,969.4695015289755,--,0,0,0,0,1,1,0,0,0,0
John Donaldson,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Jul 09, 1992",0,0,0,0,0,0,0,0,0,0
Cody Donovan,0.0,3.0,0.4,0.4,0.4,0,3,2,5,0,0,3077,1005.0857821958749,981.6614291137363,"Feb 20, 1981",1,4,0,0,0,0,0,0,0,0
Houston Dorr,0.0,-10.0,-1.0,0.0,0.0,0,2,0,2,0,0,1825,1010.2466550208187,968.2473111671912,--,1,1,0,0,0,0,0,0,0,0
Rafael Dos Anjos,0.08571428571428572,4.3428571428571425,0.2571428571428571,0.5714285714285714,0.6,0,1,21,35,4,2,5044,1089.0710251176088,1125.77711612222,"Oct 26, 1984",5,3,4,2,9,10,0,0,1,1
Junior Dos Santos,0.38461538461538464,13.76923076923077,-0.4230769230769231,0.0,0.6923076923076923,0,4,18,26,5,2,4341,1092.889694854326,1119.715795744542,"Jan 30, 1984",11,8,0,0,4,3,0,0,0,0
Geronimo dos Santos,0.0,-21.0,-2.0,0.0,0.0,0,2,0,2,0,0,1794,1173.4226898882791,982.4508070356339,"Aug 17, 1980",1,1,0,0,0,0,0,0,0,0
Antonio Dos Santos,0.0,8.666666666666666,0.0,0.0,0.0,0,3,0,3,0,0,705,989.3016957587612,950.6079440945653,"Jul 21, 1988",2,1,0,0,0,0,0,0,0,0
Anderson Dos Santos,-0.2,-32.0,0.0,0.6,0.2,0,1,1,5,0,0,4038,1026.5369657637984,961.3038535722079,"Jul 24, 1985",0,1,0,1,1,2,0,0,0,0
Acacio Dos Santos,0.0,-2.0,-11.0,0.0,0.0,0,2,0,2,0,0,2133,1023.2652492355122,969.4695015289755,"Sep 29, 1991",0,0,0,0,1,1,0,0,0,0
Felipe dos Santos,-1.0,-13.0,-1.0,0.0,0.0,0,2,0,2,0,0,727,1037.4945692283984,970.8005938928807,"Sep 11, 2000",0,0,0,0,1,1,0,0,0,0
Tiago dos Santos e Silva,-0.6666666666666666,-1.8333333333333333,-0.6666666666666666,0.16666666666666666,0.5,0,2,3,6,0,0,1709,993.2856750416727,993.5470040012535,"Apr 12, 1987",1,0,0,0,2,2,0,0,0,1
Oleksandr Doskalchuk,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Mar 13, 1990",0,0,0,0,0,0,0,0,0,0
David Douglas,0.0,0.0,0.0,0.0,0.5,0,1,3,6,0,0,1695,997.8696566197491,1001.6888867241897,"Aug 16, 1981",1,2,2,1,0,0,0,0,0,0
Damion Douglas,0.0,0.0,0.0,0.0,1.0,2,0,2,2,0,0,1825,1039.9781639516866,1036.4393126977666,--,0,0,0,0,0,0,0,0,1,1
Cedric Doumbe,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Aug 13, 1992",0,0,0,0,0,0,0,0,0,0
John Dowdy,-1.0,-12.0,0.0,0.0,0.0,0,2,0,2,0,0,1825,1051.7662769569924,972.1260693796585,--,1,1,0,0,0,0,0,0,0,0
Jordan Dowdy,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Danny Downes,0.0,-30.6,-5.2,-3.4,0.2,0,2,1,5,0,0,210,1023.0023849662223,959.051601631657,"Apr 08, 1986",0,0,1,1,1,2,0,0,0,0
Derek Downey,0.0,-19.0,-3.0,-2.0,0.0,0,2,0,2,0,0,1388,1023.2652492355122,969.4695015289755,"Apr 27, 1980",0,0,1,1,0,0,0,0,0,0
John Doyle,-1.0,-16.0,0.0,0.0,0.0,0,2,0,2,0,0,2284,1023.2652492355122,969.4695015289755,"Nov 21, 1976",1,1,0,0,0,0,0,0,0,0
Edson Drago,0.0,-9.0,-1.3333333333333333,-1.6666666666666667,0.0,0,3,0,3,0,0,1689,1007.9189463958392,953.2449180477169,"Aug 29, 1977",0,0,1,2,0,0,0,0,0,0
Kyle Driscoll,-1.0,2.0,2.0,0.0,1.0,2,0,2,2,0,0,364,976.7347507644877,1030.5304984710244,"Sep 23, 1994",0,0,0,0,1,1,0,0,0,0
Chris Drumm,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,1825,1000.0,1000.0,--,0,0,0,0,0,0,0,0,0,0
Tomasz Drwal,-0.14285714285714285,4.857142857142857,1.0,-0.2857142857142857,0.42857142857142855,0,2,3,7,0,0,1338,1064.9700247542416,1002.0374440120995,"Jan 22, 1982",2,2,1,1,1,0,0,0,0,0
Robert Drysdale,0.0,0.0,1.0,3.0,0.0,0,0,0,2,0,0,2837,1000.0,1000.0,"Oct 05, 1981",0,0,0,0,0,0,0,0,0,0
Dricus Du Plessis,0.7142857142857143,26.571428571428573,1.0,0.42857142857142855,1.0,7,0,7,7,0,0,1642,1058.393584449012,1120.7001392016762,"Jan 14, 1994",3,2,1,0,1,0,0,0,0,0
Hugo Duarte,0.0,-20.0,0.0,0.0,0.0,0,3,0,3,0,0,1895,1094.5948123956125,964.6943360569336,"Aug 09, 1968",1,1,0,0,0,0,0,0,0,0
Antonio Duarte,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,0,1825,1023.2652492355122,969.4695015289755,--,0,0,0,0,1,1,0,0,0,0
Joe Duarte,0.0,-6.5,-0.25,0.0,0.75,0,1,3,4,0,0,3829,1008.0186604003653,1030.6476648207877,"Jan 25, 1977",0,0,1,1,1,0,0,0,1,0
Emily Ducote,0.0,-6.25,-0.25,0.0,0.5,0,2,2,4,0,0,1606,1038.1161734035531,1003.6179355716159,"Jan 01, 1994",0,0,0,0,1,3,0,0,0,0
Viktoriia Dudakova,0.0,-4.333333333333333,2.3333333333333335,0.0,1.0,3,0,3,3,0,0,189,979.5557196808509,1045.0143418173634,"Jan 26, 1999",1,0,0,0,1,1,0,0,0,0
Milana Dudieva,0.0,-24.0,1.25,-0.25,0.5,0,2,2,4,0,0,844,992.0108069316266,995.8597186779116,"Aug 04, 1989",0,2,0,0,0,0,0,0,1,1
Adin Duenas,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Jul 02, 1988",0,0,0,0,0,0,0,0,0,0
Todd Duffee,0.25,8.5,0.0,0.0,0.5,0,1,4,8,1,0,3210,1048.063783926532,1026.3904199432345,"Dec 06, 1985",2,5,0,0,0,0,0,0,0,0
Joe Duffy,0.1111111111111111,-6.666666666666667,-0.5555555555555556,0.2222222222222222,0.5555555555555556,0,3,5,9,0,0,2714,1016.645530480122,1010.2002756322952,"Feb 18, 1988",1,2,2,1,2,1,0,0,0,0
Alexis Dufresne,0.0,-30.0,1.0,0.0,0.0,0,4,0,4,0,0,234,1022.2505138607399,941.5955709086339,"Aug 31, 1990",0,0,0,0,2,2,0,0,0,0
Jessamyn Duke,-0.2,21.6,0.6,1.6,0.4,0,3,2,5,0,0,1498,989.4379833265057,977.9498206965018,"Jun 24, 1986",0,1,0,0,2,2,0,0,0,0
Isaac Dulgarian,0.0,33.0,1.0,0.0,1.0,2,0,2,2,0,0,775,1001.5290973739735,1032.8586502675516,"Jul 04, 1996",1,1,0,0,0,0,0,0,0,0
Kelly Dullanty,0.0,-2.0,-1.0,-3.0,0.0,0,2,0,2,0,0,221,1030.0504947144177,970.1051265148839,"Nov 04, 1977",0,0,1,1,0,0,0,0,0,0
Sedriques Dumas,0.0,0.75,-0.5,-0.25,0.75,1,0,3,4,0,0,1059,969.6324691809251,1024.974680481246,"Aug 06, 1995",0,0,1,2,0,1,0,0,0,0
Norma Dumont,-0.1111111111111111,18.444444444444443,0.5555555555555556,0.0,0.6666666666666666,3,0,6,9,0,0,2850,1021.8929016914727,1057.8792628881758,"Oct 01, 1990",1,1,0,0,4,1,0,0,2,0
Chris Duncan,0.0,7.333333333333333,1.8333333333333333,0.0,0.6666666666666666,4,0,4,6,0,0,1905,1002.9839921354187,1036.2053777264055,"May 10, 1993",2,2,0,0,0,1,0,0,1,0
Christian Leroy Duncan,0.0,-6.666666666666667,-0.3333333333333333,0.0,0.6666666666666666,0,1,2,3,0,0,1065,1018.7558473538511,1017.0964424961745,"Jul 24, 1995",1,1,0,0,0,1,0,0,0,0
Evan Dunham,-0.21739130434782608,21.82608695652174,0.6521739130434783,0.391304347826087,0.5652173913043478,0,3,13,23,0,0,4925,1053.2795359072372,1056.33266821696,"Dec 18, 1981",4,3,3,0,4,4,0,0,2,2
Alex Dunworth,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Tom Duquesnoy,1.0,-13.25,-2.25,0.0,0.75,1,0,3,4,0,0,90,980.2233536398919,1026.9364524562386,"Jun 21, 1993",1,1,0,0,1,0,0,0,0,1
Albert Duraev,-0.6666666666666666,0.0,1.1666666666666667,0.0,0.6666666666666666,0,1,4,6,0,0,3484,1007.6580692842996,1027.993000835658,"Jan 05, 1989",1,0,1,2,1,0,0,0,1,0
Reuben Duran,-0.6,10.2,-1.4,-0.4,0.2,0,2,1,5,0,0,1725,998.1757149550398,953.762320287541,"Jul 02, 1983",0,1,1,0,0,1,0,0,1,1
Cody Durden,-0.09090909090909091,-0.9090909090909091,3.0,-0.7272727272727273,0.5454545454545454,5,0,6,11,0,0,2692,1000.6508184559362,1050.4943289189732,"Mar 29, 1991",0,1,1,2,3,2,0,0,0,0
Luiz Dutra,-0.5,-3.5,0.0,0.0,0.0,0,4,0,4,0,0,2952,1022.2505138607399,941.5955709086339,"May 06, 1982",1,1,0,0,0,0,0,0,0,0
Rilley Dutro,-3.0,-18.0,-1.0,0.0,0.0,0,2,0,2,0,0,2143,1051.7662769569924,972.1260693796585,"Sep 03, 1987",1,1,0,0,0,0,0,0,0,0
Bill Duvall,0.0,-3.0,-1.0,-1.0,0.0,0,2,0,2,0,0,1825,1023.2652492355122,969.4695015289755,--,0,0,1,1,0,0,0,0,0,0
Merab Dvalishvili,0.0,30.384615384615383,7.230769230769231,0.3076923076923077,0.7692307692307693,10,0,10,13,0,0,2623,1036.893235875574,1126.3102822527635,"Jan 10, 1991",1,0,0,1,6,3,0,0,1,1
David Dvorak,-0.2222222222222222,3.7777777777777777,-0.8888888888888888,-0.2222222222222222,0.5555555555555556,0,4,5,9,0,0,2202,1011.0527949275212,1004.9651554295924,"Jun 05, 1992",0,0,1,1,3,4,0,0,0,0
Matt Dwyer,-0.5,-4.833333333333333,-0.16666666666666666,-0.3333333333333333,0.16666666666666666,0,3,1,6,0,0,415,1011.838646304625,942.8790830759358,"Dec 17, 1989",2,1,0,0,1,2,0,0,0,0
Rolando Dy,-0.16666666666666666,-15.5,-1.5,-0.3333333333333333,0.3333333333333333,0,1,2,6,0,0,1053,996.8700332378013,971.9282753144762,"Aug 11, 1990",1,2,0,0,1,2,0,0,0,0
Ben Earwood,0.0,3.0,2.0,-1.0,1.0,2,0,2,2,0,0,1825,976.7347507644877,1030.5304984710244,--,0,0,0,0,1,1,0,0,0,0
Cody East,-0.6666666666666666,-13.666666666666666,-0.6666666666666666,0.0,0.0,0,3,0,3,0,0,1196,974.429317309809,948.6365192364417,"Jun 29, 1988",2,1,0,0,0,0,0,0,0,0
Marvin Eastman,-0.38461538461538464,-3.6923076923076925,0.15384615384615385,-0.15384615384615385,0.3076923076923077,0,1,4,13,0,0,4403,1030.6623112450122,974.464145213873,"Jun 08, 1971",4,4,1,1,1,0,0,0,0,0
Mike Easton,0.2222222222222222,-5.0,-0.5555555555555556,0.0,0.5555555555555556,0,4,5,9,0,0,1973,1011.9792212850427,1005.6513611698483,"Jan 25, 1984",1,1,0,0,3,1,1,1,0,1
Maurice Eazel,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,0,1825,979.8360042721367,965.3970832324044,--,1,1,0,0,0,0,0,0,0,0
Vincent Eazelle,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Dec 07, 1980",0,0,0,0,0,0,0,0,0,0
Ross Ebanez,0.0,0.0,-1.0,-1.0,0.0,0,2,0,2,0,0,3223,1105.916865237595,976.9898073259639,"May 18, 1975",0,0,1,1,0,0,0,0,0,0
Brian Ebersole,-0.1,3.6,0.7,-1.3,0.7,0,1,7,10,0,0,3484,1031.8606391157468,1056.341140492037,"Nov 27, 1980",2,0,0,0,3,2,0,0,2,1
Roybert Echeverria,-1.0,5.0,-2.0,1.0,0.0,0,2,0,2,0,0,767,1023.2652492355122,969.4695015289755,"Aug 21, 1995",1,1,0,0,0,0,0,0,0,0
Mark Eddiva,0.0,9.666666666666666,-1.3333333333333333,-0.8333333333333334,0.3333333333333333,0,4,2,6,0,0,1864,1012.8790394611073,968.1643150135677,"Feb 16, 1986",0,1,0,1,1,1,0,0,1,1
Frankie Edgar,-0.21875,15.53125,1.75,-0.25,0.625,0,3,20,32,9,3,5877,1100.0495923197282,1110.2737953059845,"Oct 16, 1981",5,6,2,0,12,4,0,0,1,1
Abdul-Kerim Edilov,0.0,76.0,2.0,1.0,1.0,2,0,2,2,0,0,288,937.8984691078232,1026.9226572528125,"Nov 25, 1991",1,1,0,0,0,0,0,0,0,0
Johnny Eduardo,0.2,-4.0,-0.9,-0.2,0.3,0,4,3,10,0,0,6641,1032.8897175620539,953.3922349892243,"Aug 03, 1978",2,1,1,3,1,2,0,0,0,0
Yves Edwards,0.25,8.61111111111111,-0.75,-0.08333333333333333,0.5555555555555556,0,4,20,36,0,0,4807,1007.051009719046,1002.1286736164345,"Sep 30, 1976",5,6,5,3,4,6,1,1,2,2
Justin Edwards,0.0,-6.4,-0.6,-0.4,0.3,0,3,3,10,0,0,2694,1004.6931401422229,943.8571169322614,"Jan 26, 1983",0,1,1,1,2,3,0,0,1,1
Leon Edwards,0.23529411764705882,6.117647058823529,-0.5882352941176471,0.17647058823529413,0.7647058823529411,11,0,13,17,2,2,2403,1068.884004974534,1180.9772948545212,"Aug 25, 1991",2,1,1,0,3,5,1,0,2,1
Te Edwards,-0.2,-14.0,-0.6,-0.8,0.4,0,3,2,5,0,0,1232,1007.7310464337328,982.3494582855192,"Sep 11, 1990",2,2,0,0,1,0,0,0,0,0
Adli Edwards,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Aug 28, 1989",0,0,0,0,0,0,0,0,0,0
Joselyne Edwards,0.0,16.666666666666668,-0.2222222222222222,0.4444444444444444,0.5555555555555556,0,2,5,9,0,0,1075,987.035025898236,1004.3397577558835,"Sep 29, 1995",0,0,0,0,4,3,0,0,2,0
Tom Egan,0.0,-18.0,-5.0,0.0,0.0,0,2,0,2,0,0,1825,1023.2652492355122,969.4695015289755,--,1,1,0,0,0,0,0,0,0,0
Stephanie Egger,0.0,-2.888888888888889,0.2222222222222222,-0.2222222222222222,0.4444444444444444,0,2,4,9,0,0,3553,1016.471932711785,990.9939027982127,"Aug 12, 1988",1,0,3,3,1,1,0,0,0,0
Justin Eilers,-0.2222222222222222,-5.0,0.1111111111111111,0.0,0.4444444444444444,0,1,4,9,3,2,1861,1029.081122081916,994.3813616221744,"Jun 28, 1978",4,5,0,0,0,0,0,0,0,0
Jon Olav Einemo,-0.25,-16.75,-0.5,0.0,0.0,0,4,0,4,0,0,4073,1083.149228036833,951.9222005238515,"Dec 10, 1975",0,1,0,0,1,2,0,0,0,0
Per Eklund,-0.4,-5.2,1.2,1.2,0.2,0,2,1,5,0,0,1825,1011.3786815592752,956.7179437068,--,1,1,1,0,1,1,0,0,0,0
John Elam,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Evan Elder,0.25,-14.5,-1.75,-2.25,0.25,1,0,1,4,0,0,466,1006.6781701211656,972.3053741003461,"Apr 11, 1997",0,1,0,0,2,1,0,0,0,0
John Paul Elias,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Joao Elias,0.0,-45.0,-2.0,0.0,0.0,0,2,0,2,0,0,999,1023.2652492355122,969.4695015289755,"Jan 08, 1995",1,1,0,0,0,0,0,0,0,0
Saul Elizondo,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Jul 17, 1985",0,0,0,0,0,0,0,0,0,0
Darren Elkins,-0.13793103448275862,1.8620689655172413,1.2758620689655173,0.10344827586206896,0.6206896551724138,0,1,18,29,0,0,4955,1031.0226910613194,1069.195602565075,"May 16, 1984",2,6,3,1,8,7,0,0,1,1
Jake Ellenberger,0.18181818181818182,-2.727272727272727,0.9545454545454546,0.0,0.45454545454545453,0,4,10,22,0,0,3078,1086.091305708539,1004.7632958707994,"Mar 28, 1985",6,7,1,1,2,2,0,0,2,1
Joe Ellenberger,-1.0,-26.0,3.0,1.0,0.5,0,2,2,4,0,0,1727,1001.0193555806808,997.3249513256827,"Mar 28, 1985",1,1,0,0,0,0,0,0,1,1
Tim Elliott,0.09523809523809523,8.19047619047619,1.8571428571428572,0.047619047619047616,0.42857142857142855,2,0,9,21,1,0,4185,1034.485443708721,1005.7702730418757,"Dec 24, 1986",0,0,3,4,8,6,0,0,0,0
Oban Elliott,0.0,16.0,4.0,-2.0,1.0,2,0,2,2,0,0,252,976.7347507644877,1030.5304984710244,"Dec 19, 1997",0,0,0,0,0,0,1,1,0,0
Eddy Ellis,0.0,28.0,3.0,1.0,1.0,2,0,2,2,0,0,1825,938.2751068058767,1026.9571732190564,--,0,0,0,0,1,1,0,0,0,0
Lisa Ellis,0.0,-3.6,1.8,-1.0,0.0,0,5,0,5,0,0,2738,1014.6381323997451,926.876465881843,"Nov 15, 1982",1,1,1,2,0,0,0,0,0,0
Anna Elmose,-0.3333333333333333,-10.0,-0.6666666666666666,-0.3333333333333333,0.0,0,3,0,3,0,0,2607,1034.2770902864565,956.6051085010035,"Oct 06, 1984",1,1,0,0,1,0,0,0,0,0
Cameron Else,-0.3333333333333333,-24.333333333333332,-1.6666666666666667,0.0,0.0,0,3,0,3,0,0,3655,1034.0472485033508,956.5198749788763,"Apr 27, 1987",2,1,0,0,0,0,0,0,0,0
Aaron Ely,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Mar 18, 1989",0,0,0,0,0,0,0,0,0,0
Sovannahry Em,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Jun 26, 1992",0,0,0,0,0,0,0,0,0,0
Ramazan Emeev,0.09090909090909091,5.818181818181818,1.5454545454545454,0.5454545454545454,0.7272727272727273,0,2,8,11,0,0,3678,1024.9611376597475,1064.8529423389705,"May 23, 1987",1,0,0,0,4,4,0,0,1,1
Aleksander Emelianenko,0.25,8.666666666666666,0.8333333333333334,-0.3333333333333333,0.75,0,1,9,12,0,0,108,1031.5226616376137,1084.0664322900852,"Aug 02, 1981",3,2,3,2,0,0,0,0,1,1
Fedor Emelianenko,0.4482758620689655,14.379310344827585,0.5172413793103449,0.5517241379310345,0.8620689655172413,3,0,25,29,5,4,3925,1075.6272571911984,1242.4537155118153,"Sep 28, 1976",8,3,7,4,5,1,0,0,0,0
Rob Emerson,0.125,-5.25,-0.5,-0.375,0.375,0,1,3,8,0,0,1346,996.7508002876773,995.5931113855667,"Jul 30, 1981",1,0,0,1,2,1,0,0,1,0
Jamall Emmers,0.0,15.0,1.5555555555555556,-0.1111111111111111,0.4444444444444444,0,1,4,9,0,0,3263,1008.5645317326216,994.0991880513793,"Jul 24, 1989",1,1,0,1,2,2,0,0,1,1
Josh Emmett,0.6,-8.066666666666666,0.13333333333333333,0.0,0.6666666666666666,0,2,10,15,1,0,4866,1056.8172258968573,1086.4892717130258,"Mar 04, 1985",2,2,0,1,2,3,0,0,3,2
Marius Enache,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Oct 16, 1975",0,0,0,0,0,0,0,0,0,0
Kevin Engel,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Kolton Englund,-1.0,-20.0,0.0,0.0,0.0,0,2,0,2,0,0,1211,1023.2652492355122,969.4695015289755,"Jul 09, 1993",1,1,0,0,0,0,0,0,0,0
Oliver Enkamp,-0.3333333333333333,-14.333333333333334,-0.6666666666666666,0.0,0.0,0,3,0,3,0,0,591,1057.7154424870112,959.9141457137331,"Aug 10, 1991",0,1,0,0,1,1,0,0,0,0
Alex Enlund,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"May 27, 1987",0,0,0,0,0,0,0,0,0,0
Kenny Ento,0.0,23.0,1.0,2.0,1.0,2,0,2,2,0,0,1825,948.2337230430078,1027.8739306203415,--,0,0,1,1,0,0,0,0,0,0
Ian Entwistle,0.0,-15.6,-0.4,2.6,0.4,0,1,2,5,0,0,1610,1007.4613920957247,987.7695435175186,"Nov 19, 1986",1,2,1,1,0,0,0,0,0,0
Andy Enz,-0.75,-15.25,-1.75,0.0,0.0,0,4,0,4,0,0,555,1032.7502762202578,943.1350738063153,"Aug 15, 1991",0,1,0,0,1,1,0,0,0,1
Won Jin Eoh,0.0,1.0,-1.0,-4.0,0.0,0,2,0,2,0,0,1825,1051.7662769569924,972.1260693796585,--,1,1,0,0,0,0,0,0,0,0
Josh Epps,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,0,256,1023.2652492355122,969.4695015289755,"Aug 23, 1986",0,0,1,1,0,0,0,0,0,0
Steve Erceg,0.0,1.0,2.0,1.0,1.0,2,0,2,2,0,0,1055,1013.0419356562151,1033.9376510724726,"Jul 27, 1995",0,0,0,0,1,1,0,0,0,0
